dept_id,conformal_PICP80,native_PICP80,conformal_width,native_width
CARDIOLOGY,0.7142857142857143,0.8660714285714286,22.328959570990662,33.38805550470332
ELECTIVE_SURGERY,0.8839285714285714,0.9196428571428571,28.533250003087296,30.850689986745547
EMERGENCY,0.6339285714285714,0.9285714285714286,54.880819532606324,122.43679801857725
ONCOLOGY,0.8125,0.875,17.58123112044164,19.10859058164856
ORTHOPEDICS,0.9196428571428571,0.9285714285714286,26.15901540645532,25.686203971044087
PEDIATRICS,0.5357142857142857,0.8482142857142857,18.377082330209237,39.95907439427139
