model,window,dept_id,MASE,RMSSE,sMAPE,MAE,RMSE,MAPE,ME,MPE
seasonal_naive,6,ELECTIVE_SURGERY,1.3297144669092669,1.316291384152702,82.22003040620041,11.857142857142858,17.136010537545115,62.942004735936216,1.6428571428571428,14.71953238656287
drift,6,ELECTIVE_SURGERY,1.6061571212096926,1.4114445397515598,71.72652613348079,14.32219842013657,18.374752579507412,408.16814559198036,-7.492703173115544,-390.6343711100398
seasonal_mean_4w,6,ELECTIVE_SURGERY,0.7569760067646127,0.7704033811853224,51.16144982742401,6.75,10.029421005934775,38.97394456352736,-0.14285714285714285,-9.212591552420518
naive,6,EMERGENCY,1.0037360100054518,0.8849165036842778,15.140531907422043,29.5,34.37503246751714,14.879063323400793,13.071428571428571,3.85547787210797
mean,6,EMERGENCY,1.8625519502255854,1.60065801368485,30.250463975410124,54.74077046548956,62.178376107492404,25.582003628504108,53.4356607811664,24.608418069244387
seasonal_naive,6,EMERGENCY,1.1641393433235143,1.078312660363033,17.24820980053375,34.214285714285715,41.887604712748,18.706584906721314,-8.5,-7.397116836240876
drift,6,EMERGENCY,1.0041778924663833,0.8853369308408093,15.147406838287752,29.51298701298702,34.391364174628286,14.883825906174028,13.098607577989027,3.868872031733211
seasonal_mean_4w,6,EMERGENCY,0.9441923483949588,0.8355081319214092,14.243591889711011,27.75,32.455739091877106,14.348536968326428,5.785714285714286,0.5066210575078406
naive,6,ONCOLOGY,1.4513935361965122,1.1980646825814925,67.31038523498036,9.928571428571429,11.501552690211625,171.69192174214697,0.8571428571428571,-134.83869050275098
mean,6,ONCOLOGY,1.4256804100668756,1.195368564173789,65.43061860628602,9.75267522739433,11.475669657036459,183.0925145382039,-0.3741305510968443,-151.84755137580217
seasonal_naive,6,ONCOLOGY,0.9084261701373854,0.9771587575737466,39.041632884464505,6.214285714285714,9.38083151964686,37.77356284180727,5.142857142857143,4.797372365616791
drift,6,ONCOLOGY,1.4470681166918236,1.1963342186724881,66.9822399628189,9.89898246083813,11.484940046405917,173.74405864953297,0.6261213013790334,-137.914718263294
seasonal_mean_4w,6,ONCOLOGY,0.730917608156517,0.7677946339084303,31.12753039353933,5.0,7.370912911088907,35.145313617404085,2.3214285714285716,-3.9895771810205463
naive,6,ORTHOPEDICS,1.0802418071905822,1.0384066771824383,42.84861323275433,9.142857142857142,11.732129267224137,83.01445963460836,-7.071428571428571,-77.109882293305
mean,6,ORTHOPEDICS,1.0129795598327418,0.987767290182547,41.14377107955539,8.573568753344034,11.15999520130332,78.19954987575444,-6.075173889780631,-71.02551852086292
seasonal_naive,6,ORTHOPEDICS,0.8692570792236717,0.8529003466034113,37.17182946339716,7.357142857142857,9.636241116594315,33.63480231018101,3.642857142857143,7.73969543293128
drift,6,ORTHOPEDICS,1.1027995745443455,1.0556131368661572,43.404081748650476,9.333779622439417,11.926531338856043,84.62365812878737,-7.383987146873745,-79.08355492922567
seasonal_mean_4w,6,ORTHOPEDICS,0.6751511294941139,0.6421852979122827,27.882443618038888,5.714285714285714,7.255539755445982,34.81975763841504,-1.0,-17.352284274698306
naive,6,PEDIATRICS,1.0388627786085594,1.0062977214349274,19.94284270086278,13.75,17.96524422322168,22.32571763495869,-1.8214285714285714,-10.028719624969485
mean,6,PEDIATRICS,1.8432727375183,1.6249262083543192,39.55898469735093,24.396869983948623,29.009502412638295,32.56578106111179,22.84991974317816,28.20447567753514
seasonal_naive,6,PEDIATRICS,1.4490112002929776,1.4241037767393088,29.83569046987413,19.178571428571427,25.424257258430522,25.619133268764426,11.892857142857142,11.425549569612398
drift,6,PEDIATRICS,1.049104856173682,1.01165296452234,20.127286099543255,13.885560315972684,18.060850372267613,22.64647796821003,-2.188345159994644,-10.62393144918182
seasonal_mean_4w,6,PEDIATRICS,1.4490112002929776,1.3308594906876199,29.298528531613023,19.178571428571427,23.759584532202098,26.206286904624974,13.035714285714286,13.66230098393599
