DEPT_ID,total_err,noise_err,model_err,model_share_pct
CARDIOLOGY,7.578738738409847,7.336059523809524,2.876821603397591,28.168560541978096
ELECTIVE_SURGERY,7.03811375690358,5.369677380952381,4.005984026400543,42.72748185273439
EMERGENCY,22.475411721217778,19.5414625,11.42253956498242,36.88973906218768
ONCOLOGY,5.241160937389473,4.588778571428572,2.068882492091395,31.07521503952257
ORTHOPEDICS,6.019175827976257,5.906205952380953,2.0841471687087307,26.083292404284954
PEDIATRICS,9.247140850024248,8.500553571428572,3.504849459280959,29.193934183764085
