trial,model,window,dept_id,MASE,RMSSE,sMAPE,MAE,RMSE,MAPE,ME,MPE,WQL,CRPS,PICP80,MIS80,WIDTH80
classical,WeightedEnsemble,1,CARDIOLOGY,0.640097587029359,0.5625229964395799,23.961416728055585,6.890952850592937,7.889030623839403,22.643923101143272,1.6731910060742277,5.687531604734382,0.15227241824349078,5.1120026124600475,0.9285714285714286,30.057332916070358,29.018984900288405
classical,WeightedEnsemble,1,ELECTIVE_SURGERY,1.0115496465249998,0.9474433372391299,33.54251349120617,8.85682556957394,12.077317887653464,36.70414942672176,8.23728171968065,0.18969405675268503,0.23291237211865845,7.536378897839449,0.6071428571428571,46.77146888937803,24.427295995702345
classical,WeightedEnsemble,1,EMERGENCY,0.39751512915443943,0.37150270067539215,12.11167107638864,11.814529457485852,14.597283148651512,12.70207239730086,-1.2782893447820294,-3.608087787579053,0.11177130415467082,11.077334608186126,1.0,85.71095113485502,85.71095113485502
classical,WeightedEnsemble,1,ONCOLOGY,0.6936322021828195,0.6497647209044075,25.088726194056367,4.67618061167549,6.160006263940926,27.851963127904266,0.9562806717551683,-10.34720021357187,0.19130710718000407,3.8466393336550815,0.7857142857142857,21.554643295514502,17.82531835573038
classical,WeightedEnsemble,1,ORTHOPEDICS,1.0463590401439091,0.9532213184688031,22.884789669582496,8.68784753526653,10.606766663413158,25.9494252018932,-0.5759894040649556,-11.675242818224678,0.16678136954273237,6.689124214160301,0.7857142857142857,38.05809150345416,26.03429226956888
classical,WeightedEnsemble,1,PEDIATRICS,0.5499017726436766,0.4827246389160396,37.496515549782465,7.3953130900809745,8.769157396088158,30.0818076687285,7.0748335043013055,27.901711376045974,0.25714893230152025,5.840954319420246,1.0,38.20838738586879,38.20838738586879
classical,WeightedEnsemble,2,CARDIOLOGY,0.617967589717706,0.6057434118369088,20.16817217508375,6.629639653230733,8.467655042632295,20.25556122388871,0.5933068219548042,-0.8046978933257257,0.16003432452917193,5.286848221053003,0.9642857142857143,32.1297432543761,28.992620202200296
classical,WeightedEnsemble,2,ELECTIVE_SURGERY,1.1288906734024635,1.002552876429697,52.2797762085115,9.830508456267607,12.696092949686616,59.70011269838287,2.6150187857056255,-34.260247698814695,0.26569387679525275,7.961327236829181,0.6785714285714286,49.36750072564668,24.5971515617676
classical,WeightedEnsemble,2,EMERGENCY,0.9655394768533585,0.904383765524945,25.427965108552282,28.288577043657302,35.12430526988406,21.982148376417662,25.44417524973311,18.354946973253245,0.18199036532343293,21.455364140451863,0.8214285714285714,122.14636745133828,83.49135803183287
classical,WeightedEnsemble,2,ONCOLOGY,0.8497410223809737,0.8041492378383024,40.55903122028686,5.686728380549593,7.587406506493402,46.538420366819715,1.3112770987582862,-22.582004901607995,0.22426652801008493,4.645520937351758,0.7142857142857143,29.02798802037673,17.754158118943273
classical,WeightedEnsemble,2,ORTHOPEDICS,1.2732429416188127,1.1305037611105129,30.18163944772378,10.752127433227782,12.755395888495219,38.36216980604399,-8.353242344507182,-34.4869678313113,0.23633634444425874,8.111400964676168,0.6428571428571429,44.76606540644307,26.67749580208201
classical,WeightedEnsemble,2,PEDIATRICS,0.5271049368183325,0.5601097471828477,24.376119585956573,6.957896252395416,10.038781160567984,22.26603474706441,4.611097172367926,8.365518513842156,0.22570993242609927,6.360183453006869,0.9285714285714286,42.73496030162311,38.61995866749428
classical,WeightedEnsemble,3,CARDIOLOGY,0.5932127622736723,0.6510017512078299,19.608902567888755,6.332257827791329,9.064271130387135,21.515797548820757,3.1968064596430827,-0.5360398572384201,0.1510306782261251,5.566559283191467,0.8571428571428571,34.44083450822728,29.026434477488973
classical,WeightedEnsemble,3,ELECTIVE_SURGERY,0.673007933487959,0.6995253340276377,37.08437309871993,5.9034575127858835,8.93253976795845,48.44900313761772,3.572592409553921,-27.849461767342316,0.15828959149726596,5.087879726697834,0.8214285714285714,33.82003763133812,24.88212551466742
classical,WeightedEnsemble,3,EMERGENCY,0.5416915101713725,0.5442667212379564,12.594665446873728,15.858753598190143,21.09587272076146,12.387239491597066,4.582808351189706,1.0230467587902914,0.11111793533805486,13.8937104149475,0.9285714285714286,94.07535683201915,86.29929060566744
classical,WeightedEnsemble,3,ONCOLOGY,0.7322090862791353,0.6881507059437292,31.806025050548154,4.941849247619875,6.545276803317893,40.520361659382495,1.4311225889169312,-18.521330944797455,0.185873468404826,3.9498112036025534,0.8928571428571429,23.754875207837127,17.8367762541328
classical,WeightedEnsemble,3,ORTHOPEDICS,0.8629059148246201,0.7944314122481275,26.096150122371675,7.322776806357139,9.022934761668404,30.368484133227852,0.18483645906111804,-11.86186417562047,0.16442109461610369,5.543339761342924,0.8214285714285714,32.71522112293171,25.317570045399396
classical,WeightedEnsemble,3,PEDIATRICS,0.6939745204980442,0.667865115700697,25.949584100193984,9.098382428924717,11.88147476785529,25.706342497990846,4.625817728758286,3.3473422699724087,0.19619255170004143,7.189055644437232,0.9642857142857143,46.026666740832475,39.43428738444265
classical,WeightedEnsemble,4,CARDIOLOGY,0.9422435735503644,0.9589628938565375,27.83809750244675,10.025284111416962,13.313062689643946,33.286829187556265,2.626150297158032,-13.364743285810238,0.189959295409446,7.829036675089311,0.8214285714285714,47.84188318024364,29.723103214129875
classical,WeightedEnsemble,4,ELECTIVE_SURGERY,0.780659814179934,0.8010149702342333,39.62040411382887,6.816208825302409,10.171589374008718,57.52102636470872,-2.3806239973887258,-48.37673827945741,0.20422029786926774,5.747342668606535,0.7857142857142857,37.899484994986764,24.912605357892044
classical,WeightedEnsemble,4,EMERGENCY,1.0443696416012058,1.0082196222783713,19.991460792932212,30.250348524389153,38.73466356191015,17.581255907890473,26.09247593688661,13.854960837423762,0.15837994287797727,24.560203999149188,0.6428571428571429,144.07619426955492,86.46776771411196
classical,WeightedEnsemble,4,ONCOLOGY,0.9276336909104239,0.8444254456976725,33.40884625818647,6.269142317078208,8.019775019327112,40.70659480303085,-0.4193441979359086,-21.33174787750816,0.25824050869037524,5.09102717132454,0.6071428571428571,28.167067080341802,17.83838919727557
classical,WeightedEnsemble,4,ORTHOPEDICS,0.7928980469883549,0.7825885648751633,26.807011362636413,6.81418948441634,8.967402916280133,34.87266448386489,-5.353520316535437,-27.267092545897505,0.20416924555681387,5.4323602835652265,0.8214285714285714,33.21022448124589,24.970495197045818
classical,WeightedEnsemble,4,PEDIATRICS,0.9840677391390726,0.9638501785655889,26.167429691367904,12.85750595287081,17.057616230331533,22.302085829801594,11.07920417306345,17.079782455702862,0.20573310370401263,10.279307574354059,0.75,62.31813815488785,40.47476544913063
classical,WeightedEnsemble,5,CARDIOLOGY,0.8306289373204484,0.8576932816063687,20.036374958823046,8.897298346031715,12.044981643076632,20.33193625022549,1.6827811917216804,-0.9476922138476673,0.16766881392653166,7.113948248025699,0.8214285714285714,43.62952778885869,30.28974369923854
classical,WeightedEnsemble,5,ELECTIVE_SURGERY,1.1608806553599456,1.051319627494393,66.15903849962078,10.142253547554219,13.438841374807305,82.37311542035326,-5.690406343372454,-72.92543503543459,0.3469015367979225,8.35041556434999,0.5714285714285714,52.677416096793685,24.92233089727005
classical,WeightedEnsemble,5,EMERGENCY,1.5996914034052612,1.3812985056862594,26.07131168456331,46.668247950649516,53.27759892740275,22.75261042576559,44.04616575196922,20.420779201821087,0.1848401701864811,35.911804493373474,0.5,206.9667834654245,89.2499061194145
classical,WeightedEnsemble,5,ONCOLOGY,0.9602082819038105,0.9262870429403066,41.21541652046983,6.52532636879453,8.863667368612672,67.13015865797144,-4.829868400929896,-58.28672624430863,0.34489081907404134,5.358125224900285,0.7142857142857143,33.25579530401994,17.921649893280172
classical,WeightedEnsemble,5,ORTHOPEDICS,0.6000208407236897,0.5885468677609341,26.128286509342786,5.134157029193314,6.707542871386866,30.651392517697428,-2.3563092168897595,-14.943534457548308,0.18327951853407642,4.202337532102752,0.9285714285714286,27.252604514424632,23.872724005727637
classical,WeightedEnsemble,5,PEDIATRICS,0.9365964856586426,0.862063686116767,23.145077131632785,12.302688977640003,15.301711236177876,26.462789619049925,-0.257197551642922,-10.17434910612645,0.17353023575704174,9.742483236073914,0.75,55.87181685704714,43.22221210611834
classical,WeightedEnsemble,6,CARDIOLOGY,0.8431794065757897,0.8693218842456752,18.437356902498987,9.030999789186875,12.229997373878485,17.806589445088225,5.106138596073454,5.287799217661204,0.1499804750775549,7.338330387723222,0.75,43.97405906552169,30.91153563460103
classical,WeightedEnsemble,6,ELECTIVE_SURGERY,0.6625161288918786,0.7177869287689684,50.568772421767825,5.907695660175365,9.344438870588455,47.33294301793,-3.2084904766260443,-31.80148314186615,0.2261700043784625,5.411925104770352,0.8214285714285714,37.73582315295137,25.214767263947447
classical,WeightedEnsemble,6,EMERGENCY,0.8592563708728767,0.8396388761913403,12.942839477939028,25.25371480954657,32.61619995773588,14.479367577062439,-14.251746671783556,-9.855733799715065,0.10318616395700476,20.644603231683597,0.8571428571428571,126.68481515267,96.32192634305056
classical,WeightedEnsemble,6,ONCOLOGY,0.6988105701241032,0.6948479184147273,30.390708932388122,4.780364861414459,6.670616421235878,38.978805242796874,-0.45234393460583394,-15.734315818798708,0.22437963400698338,4.006779178696132,0.8571428571428571,25.189672636765597,18.09893427634574
classical,WeightedEnsemble,6,ORTHOPEDICS,0.5995559942349212,0.5798065942515164,27.98143453155767,5.07447014913251,6.550772508710143,29.704162877295065,0.8219434767837084,-1.3437820807156209,0.18782859583865102,4.118812780176133,0.9285714285714286,25.348851686287254,22.88933923988697
classical,WeightedEnsemble,6,PEDIATRICS,1.0189443592487057,1.0903215784045712,19.624719034553937,13.48636723556039,19.465306360780954,18.476583337970123,8.54805448425969,6.628035508904133,0.16724340479646443,11.569659824669703,0.75,75.50302106428593,44.32836011442631
zeroshot_chronos,Chronos_bolt_base[bolt_base],1,CARDIOLOGY,0.5555717523087171,0.5352860542349549,18.325314965506912,5.980992317199707,7.507049669261468,18.38981824919507,0.728041512625558,0.9482815402031943,0.13567408906652573,4.554772990090506,0.8928571428571429,25.82891763959612,22.78975514003209
zeroshot_chronos,Chronos_bolt_base[bolt_base],1,ELECTIVE_SURGERY,0.947019011542505,0.8755769687218689,38.14947307156716,8.29181466783796,11.161217743297131,43.26032286272442,7.159612246922085,-2.323347139409685,0.2066726995678196,6.687338064587305,0.75,37.01405314036778,25.242446422576904
zeroshot_chronos,Chronos_bolt_base[bolt_base],1,EMERGENCY,0.53099272137414,0.5036457825484079,15.774754695443574,15.781611033848353,19.789519917668407,18.00030522724403,-10.718608038766044,-13.866258806776466,0.12937824268360154,12.822307980249798,0.7857142857142857,80.44684328351703,66.81420789446149
zeroshot_chronos,Chronos_bolt_base[bolt_base],1,ONCOLOGY,0.7386565459179675,0.6669403692267564,28.714028753178646,4.979716062545776,6.322837667138146,34.7815324275534,1.2709837981632777,-15.503474322882422,0.19068963122551366,3.834223656427292,0.7857142857142857,19.979947056089127,16.573868581226893
zeroshot_chronos,Chronos_bolt_base[bolt_base],1,ORTHOPEDICS,1.0496145498657055,0.9934918929788674,22.49952895015773,8.714877809797015,11.05486888160104,22.54623912029363,4.036065237862723,1.8670123488871166,0.16946927030326892,6.7969282339489645,0.75,37.59926543916975,22.484665121350968
zeroshot_chronos,Chronos_bolt_base[bolt_base],1,PEDIATRICS,0.3202814320148953,0.29273867864706166,19.818573820612027,4.307281017303467,5.31787968135069,19.886271666546087,1.384678908756801,1.9431913223399262,0.1500552521978201,3.408397871350485,0.9285714285714286,20.61309494291033,19.386299882616317
zeroshot_chronos,Chronos_bolt_base[bolt_base],2,CARDIOLOGY,0.66355463631041,0.6718418116869856,20.853141394185233,7.118703637804304,9.391641070153668,22.445158737327343,-1.7334607669285365,-8.683995380688108,0.17356850243187524,5.733959455338735,0.7857142857142857,34.169309752328054,22.63886547088623
